action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,ligand_efficiency.bei,ligand_efficiency.le,ligand_efficiency.lle,ligand_efficiency.sei,ligand_efficiency
,,113112,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21,,,CHEMBL1127560,J Med Chem,1994,CHEMBL304414,,CHEMBL304414,5.00,0,http://www.openphacts.org/units/Nanomolar,109028,=,1,1,=,,IC50,nM,,10000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,10.0,8.89,0.17,-2.97,7.35,
,,113789,[],CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,,,CHEMBL1131066,J Med Chem,1998,CHEMBL106232,,CHEMBL106232,5.35,0,http://www.openphacts.org/units/Nanomolar,210159,=,1,1,=,,IC50,nM,,4500.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,4.5,10.92,0.22,1.22,8.07,
,,113793,[],CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,,,CHEMBL1131066,J Med Chem,1998,CHEMBL327127,,CHEMBL327127,7.05,0,http://www.openphacts.org/units/Nanomolar,210186,=,1,1,=,,IC50,nM,,90.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.09,16.49,0.33,2.51,8.80,
,,113901,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,,,CHEMBL1130057,J Med Chem,1997,CHEMBL294475,,CHEMBL294475,9.09,0,http://www.openphacts.org/units/Nanomolar,89154,=,1,1,=,,IC50,nM,,0.81,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.81,,,,,
,,113902,[],CHEMBL680026,Tested for ability to inhibit autophosphorylation of the Epidermal growth factor receptor in human epidermoid carcinoma cells,F,,,BAO_0000190,BAO_0000019,assay format,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,,,CHEMBL1130057,J Med Chem,1997,CHEMBL294475,,CHEMBL294475,8.51,0,http://www.openphacts.org/units/Nanomolar,89154,=,1,1,=,,IC50,nM,,3.1,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,3.1,,,,,
,,114492,[],CHEMBL679549,Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD),B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,,,CHEMBL1127678,J Med Chem,1994,CHEMBL266487,RO-316233,CHEMBL266487,,0,http://www.openphacts.org/units/Nanomolar,2997,>,1,1,>,,IC50,nM,,50000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,50.0,,,,,
,,114538,[],CHEMBL677390,Inhibition of human epidermal growth factor receptor (EGFR),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1,,,CHEMBL1127560,J Med Chem,1994,CHEMBL293261,,CHEMBL293261,6.07,0,http://www.openphacts.org/units/Nanomolar,109061,=,1,1,=,,IC50,nM,,850.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.85,9.81,0.19,-1.88,6.76,
,Not Determined,115001,[],CHEMBL680020,Inhibition of epidermal growth factor receptor (EGFr) tyrosine kinase activity,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(O)cc3)nc21,,,CHEMBL1131066,J Med Chem,1998,CHEMBL323405,,CHEMBL323405,,0,http://www.openphacts.org/units/Nanomolar,210187,,1,0,,,IC50,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,,,,,,
,Not Determined,115005,[],CHEMBL680020,Inhibition of epidermal growth factor receptor (EGFr) tyrosine kinase activity,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(OCCN)cc3)nc21,,,CHEMBL1131066,J Med Chem,1998,CHEMBL331366,,CHEMBL331366,,0,http://www.openphacts.org/units/Nanomolar,210180,,1,0,,,IC50,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,,,,,,
,,115064,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,CNc1ncc2ncnc(Nc3ccccc3)c2n1,,,CHEMBL1130057,J Med Chem,1997,CHEMBL53310,,CHEMBL53310,7.89,0,http://www.openphacts.org/units/Nanomolar,89141,=,1,1,=,,IC50,nM,,13.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,13.0,,,,,
,,115581,[],CHEMBL679549,Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD),B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NC(=O)c2cc(Nc3ccc(O)cc3)c(Nc3ccc(O)cc3)cc21,,,CHEMBL1127678,J Med Chem,1994,CHEMBL267019,,CHEMBL267019,5.60,0,http://www.openphacts.org/units/Nanomolar,2993,=,1,1,=,,IC50,nM,,2500.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,2.5,15.50,0.28,2.13,5.06,
,,115911,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL285063,,CHEMBL285063,9.15,1,http://www.openphacts.org/units/Nanomolar,265487,=,1,1,=,,IC50,nM,,0.7,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.7,24.80,0.54,4.89,13.68,
,,115912,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL285063,,CHEMBL285063,8.57,1,http://www.openphacts.org/units/Nanomolar,265487,=,1,1,=,,IC50,nM,,2.7,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,2.7,23.21,0.51,4.31,12.81,
,,115913,[],CHEMBL623728,Irreversible inhibition of formation of phosphorylated EGFR in A431 cells 8 hr after washing cells free of compound,F,,,BAO_0000201,BAO_0000219,cell-based format,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL285063,,CHEMBL285063,,1,http://qudt.org/vocab/unit#Percent,265487,>,1,1,>,,Inhibition,%,,80.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Inhibition,%,UO_0000187,,80.0,,,,,
,,115914,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL136404,,CHEMBL136404,9.30,0,http://www.openphacts.org/units/Nanomolar,265486,=,1,1,=,,IC50,nM,,0.5,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.5,24.21,0.53,5.25,11.66,
,,115915,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL136404,,CHEMBL136404,8.11,0,http://www.openphacts.org/units/Nanomolar,265486,=,1,1,=,,IC50,nM,,7.7,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,7.7,21.12,0.46,4.06,10.17,
,,115916,[],CHEMBL623728,Irreversible inhibition of formation of phosphorylated EGFR in A431 cells 8 hr after washing cells free of compound,F,,,BAO_0000201,BAO_0000219,cell-based format,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL136404,,CHEMBL136404,,0,http://qudt.org/vocab/unit#Percent,265486,=,1,1,=,,Inhibition,%,,80.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Inhibition,%,UO_0000187,,80.0,,,,,
,,116316,[],CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3ccccc3)nc21,,,CHEMBL1131066,J Med Chem,1998,CHEMBL113356,,CHEMBL113356,,0,http://www.openphacts.org/units/Nanomolar,210165,>,1,1,>,,IC50,nM,,50000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,50.0,,,,,
,,116920,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C#N)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C#N)ccc21,,,CHEMBL1127560,J Med Chem,1994,CHEMBL291979,,CHEMBL291979,4.27,0,http://www.openphacts.org/units/Nanomolar,109040,=,1,1,=,,IC50,nM,,54100.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,54.1,6.96,0.13,-3.45,3.69,
,,116922,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(O)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(O)c21,,,CHEMBL1127560,J Med Chem,1994,CHEMBL62843,,CHEMBL62843,4.00,0,http://www.openphacts.org/units/Nanomolar,109047,=,1,1,=,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0,6.73,0.13,-3.39,3.69,
,,116924,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,CN1C(=S)C(C)(C(=O)Nc2ccccc2)c2ccccc21,,,CHEMBL1127560,J Med Chem,1994,CHEMBL63009,,CHEMBL63009,,0,http://www.openphacts.org/units/Nanomolar,109042,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0,,,,,
,,117058,[],CHEMBL679549,Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD),B,,,BAO_0000190,BAO_0000357,single protein format,CN(c1ccccc1)c1cc2c(cc1N(C)c1ccccc1)C(=O)NC2=O,,,CHEMBL1127678,J Med Chem,1994,CHEMBL267941,,CHEMBL267941,,0,http://www.openphacts.org/units/Nanomolar,3005,>,1,1,>,,IC50,nM,,50000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,50.0,,,,,
,,117213,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL334697,,CHEMBL334697,9.77,0,http://www.openphacts.org/units/Nanomolar,265488,=,1,1,=,,IC50,nM,,0.17,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.17,25.43,0.56,6.09,13.76,
,,117214,[],CHEMBL677217,Inhibition of autophosphorylation of EGFR in A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL334697,,CHEMBL334697,7.89,0,http://www.openphacts.org/units/Nanomolar,265488,=,1,1,=,,IC50,nM,,13.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,13.0,,,,,
,,117215,[],CHEMBL623727,"Irreversible inhibition of EGF-R phosphorylation in A431 cells, 8 hr after washing cells free of compound",F,,,BAO_0000201,BAO_0000219,cell-based format,C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL334697,,CHEMBL334697,,0,http://qudt.org/vocab/unit#Percent,265488,>,1,1,>,,Inhibition,%,,80.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Inhibition,%,UO_0000187,,80.0,,,,,
,,117228,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL434827,,CHEMBL434827,9.14,0,http://www.openphacts.org/units/Nanomolar,265479,=,1,1,=,,IC50,nM,,0.73,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.73,17.36,0.37,5.27,8.15,
,,117229,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL434827,,CHEMBL434827,7.68,0,http://www.openphacts.org/units/Nanomolar,265479,=,1,1,=,,IC50,nM,,21.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,21.0,14.58,0.31,3.81,6.85,
,,117230,[],CHEMBL623728,Irreversible inhibition of formation of phosphorylated EGFR in A431 cells 8 hr after washing cells free of compound,F,,,BAO_0000201,BAO_0000219,cell-based format,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL434827,,CHEMBL434827,,0,http://qudt.org/vocab/unit#Percent,265479,>,1,1,>,,Inhibition,%,,80.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Inhibition,%,UO_0000187,,80.0,,,,,
,,117231,[],CHEMBL679948,Inhibition of EGF-stimulated autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL434827,,CHEMBL434827,7.68,0,http://www.openphacts.org/units/Nanomolar,265479,=,1,1,=,,IC50,nM,,21.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,21.0,14.58,0.31,3.81,6.85,
,,118165,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(C)cccc3n1C)n2C,,,CHEMBL1127560,J Med Chem,1994,CHEMBL292287,,CHEMBL292287,,0,http://www.openphacts.org/units/Nanomolar,109059,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0,,,,,
,,118168,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc([N+](=O)[O-])ccc3n2C)c(C(=O)Nc2ccccc2)c2cc([N+](=O)[O-])ccc21,,,CHEMBL1127560,J Med Chem,1994,CHEMBL64430,,CHEMBL64430,5.30,0,http://www.openphacts.org/units/Nanomolar,109039,=,1,1,=,,IC50,nM,,5000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,5.0,8.12,0.16,-2.49,3.43,
,,118170,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)Oc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(OC(C)=O)cc4n3C)n(C)c2c1,,,CHEMBL1127560,J Med Chem,1994,CHEMBL64068,,CHEMBL64068,,0,http://www.openphacts.org/units/Nanomolar,109035,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0,,,,,
,,118172,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,CN1C(=S)C(C(=O)Nc2ccccc2)c2cc(Cl)ccc21,,,CHEMBL1127560,J Med Chem,1994,CHEMBL62067,,CHEMBL62067,,0,http://www.openphacts.org/units/Nanomolar,109044,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0,,,,,
,,118174,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,CSc1c(C(=O)Nc2ccccc2)c2ccccc2n1C,,,CHEMBL1127560,J Med Chem,1994,CHEMBL64814,,CHEMBL64814,,0,http://www.openphacts.org/units/Nanomolar,109052,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0,,,,,
,,118461,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL137082,,CHEMBL137082,8.57,0,http://www.openphacts.org/units/Nanomolar,265484,=,1,1,=,,IC50,nM,,2.7,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,2.7,17.23,0.37,4.80,10.26,
,,118462,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL137082,,CHEMBL137082,6.81,0,http://www.openphacts.org/units/Nanomolar,265484,=,1,1,=,,IC50,nM,,156.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,156.0,13.68,0.29,3.04,8.15,
,,118463,[],CHEMBL623728,Irreversible inhibition of formation of phosphorylated EGFR in A431 cells 8 hr after washing cells free of compound,F,,,BAO_0000201,BAO_0000219,cell-based format,C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,CHEMBL137082,,CHEMBL137082,,0,http://qudt.org/vocab/unit#Percent,265484,<,1,1,<,,Inhibition,%,,80.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Inhibition,%,UO_0000187,,80.0,,,,,
,,118831,[],CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)c1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,,,CHEMBL1131066,J Med Chem,1998,CHEMBL299347,,CHEMBL299347,,1,http://www.openphacts.org/units/Nanomolar,210164,>,1,1,>,,IC50,nM,,50000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,50.0,,,,,
,,118835,[],CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc(OC)c1,,,CHEMBL1131066,J Med Chem,1998,CHEMBL324926,,CHEMBL324926,6.48,0,http://www.openphacts.org/units/Nanomolar,210184,=,1,1,=,,IC50,nM,,330.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.33,14.17,0.29,1.42,8.28,
,,118874,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,Clc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,,,CHEMBL1130057,J Med Chem,1997,CHEMBL53311,,CHEMBL53311,7.09,0,http://www.openphacts.org/units/Nanomolar,89142,=,1,1,=,,IC50,nM,,82.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,82.0,,,,,
,,119381,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,CN1C(=S)C(C(=O)Nc2ccccc2)c2ccccc21,,,CHEMBL1127560,J Med Chem,1994,CHEMBL62176,,CHEMBL62176,6.00,0,http://www.openphacts.org/units/Nanomolar,109045,=,1,1,=,,IC50,nM,,1000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.0,21.25,0.41,2.81,18.55,
,,119394,[],CHEMBL676146,Inhibition of EGF-dependent DNA synthesis in ER 22 cells incubated with [3H]TdR,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)c1cc(/N=C/c2ccccc2O)ccc1O,,,CHEMBL1127084,J Med Chem,1993,CHEMBL130694,,CHEMBL130694,,0,http://www.openphacts.org/units/Nanomolar,252386,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0,,,,,
,,119396,[],CHEMBL676146,Inhibition of EGF-dependent DNA synthesis in ER 22 cells incubated with [3H]TdR,F,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)c1cc(NCc2cccc(O)c2)ccc1O,,,CHEMBL1127084,J Med Chem,1993,CHEMBL423159,,CHEMBL423159,4.68,0,http://www.openphacts.org/units/Nanomolar,252392,=,1,1,=,,IC50,nM,,21000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,21.0,,,,,
,,119922,[],CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,,,CHEMBL1131066,J Med Chem,1998,CHEMBL109759,,CHEMBL109759,,0,http://www.openphacts.org/units/Nanomolar,210151,>,1,1,>,,IC50,nM,,5000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,5.0,,,,,
,,119990,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,,,CHEMBL1130057,J Med Chem,1997,CHEMBL299622,,CHEMBL299622,9.12,0,http://www.openphacts.org/units/Nanomolar,89169,=,1,1,=,,IC50,nM,,0.76,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.76,,,,,
,,119991,[],CHEMBL680026,Tested for ability to inhibit autophosphorylation of the Epidermal growth factor receptor in human epidermoid carcinoma cells,F,,,BAO_0000190,BAO_0000019,assay format,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,,,CHEMBL1130057,J Med Chem,1997,CHEMBL299622,,CHEMBL299622,7.52,0,http://www.openphacts.org/units/Nanomolar,89169,=,1,1,=,,IC50,nM,,30.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,30.0,,,,,
